name;company;email;phone;address;city;postal_code;industry;siren;website;found_date
Agence Immobiliere;Agence Immobiliere;;;ANDREZE 104 LD LE QUARTERON 49110 BEAUPREAU-EN-MAUGES;BEAUPREAU-EN-MAUGES;49110;immobilier;522941707;;2026-02-19
Agence Immobiliere;Agence Immobiliere;;;64 RES ELYSEE 2 78170 LA CELLE-SAINT-CLOUD;LA CELLE-SAINT-CLOUD;78170;immobilier;349532523;;2026-02-19
Credit Agricole Aquitaine Agence Immobiliere (C3Ai Credit Agricole Aquitaine Agence Immobiliere);Credit Agricole Aquitaine Agence Immobiliere (C3Ai Credit Agricole Aquitaine Agence Immobiliere);;;2EME ETAGE 13 COURS DU XXX JUILLET 33000 BORDEAUX;BORDEAUX;33000;immobilier;492498746;;2026-02-19
Agence Immobiliere D Entreprise;Agence Immobiliere D Entreprise;;;14 BOULEVARD SEBASTOPOL 35000 RENNES;RENNES;35000;immobilier;403418494;;2026-02-19
Les Agences Immobilieres Petit;Les Agences Immobilieres Petit;;;16 AVENUE DU GENERAL LECLERC 78160 MARLY-LE-ROI;MARLY-LE-ROI;78160;immobilier;304475072;;2026-02-19
Agence Immobiliere Du Nau;Agence Immobiliere Du Nau;;;11-13 11 RUE DE LA MARNE 51000 CHALONS-EN-CHAMPAGNE;CHALONS-EN-CHAMPAGNE;51000;immobilier;411356330;;2026-02-19
Agence Immobiliere La Provencale;Agence Immobiliere La Provencale;;;2 ROUTE DE LA CHAPELLE 13850 GREASQUE;GREASQUE;13850;immobilier;351268750;;2026-02-19
Agence Immobiliere Eurotransactions;Agence Immobiliere Eurotransactions;;;23 MARCHE AUX BESTIAUX 67500 HAGUENAU;HAGUENAU;67500;immobilier;394955686;;2026-02-19
Agence Immobiliere De Haute Maurienne (Agence Immobiliere Haute Maurienne);Agence Immobiliere De Haute Maurienne (Agence Immobiliere Haute Maurienne);;;85 RUE DU MONT CENIS 73480 VAL-CENIS;VAL-CENIS;73480;immobilier;339412694;;2026-02-19
Agence Immobiliere Du Pays Goelo (Aipg);Agence Immobiliere Du Pays Goelo (Aipg);;;12 RUE DU GRAND LEJON 22590 PORDIC;PORDIC;22590;immobilier;410355200;;2026-02-19
Agence Immobiliere Marie (Agence Immobiliere Marie) (Aim);Agence Immobiliere Marie (Agence Immobiliere Marie) (Aim);;;23 PLACE DE L'HOTEL DE VILLE 76600 LE HAVRE;LE HAVRE;76600;immobilier;418141339;;2026-02-19
Agence Fertoise Immobiliere;Agence Fertoise Immobiliere;;;1 AVENUE DE LA REPUBLIQUE 72400 LA FERTE-BERNARD;LA FERTE-BERNARD;72400;immobilier;786302869;;2026-02-19
Agence Immobiliere Cruz;Agence Immobiliere Cruz;;;LE CASTEL DES NEIGES 66 ROUTE DU LINGA 74390 CHATEL;CHATEL;74390;immobilier;310133368;;2026-02-19
Agence Immobiliere Durand (Aid);Agence Immobiliere Durand (Aid);;;100 B BOULEVARD JEAN ALLEMANE 95100 ARGENTEUIL;ARGENTEUIL;95100;immobilier;305756470;;2026-02-19
Agence Immobiliere Peiro;Agence Immobiliere Peiro;;;LES RAMONETS 24250 CASTELNAUD LA CHAPELLE;CASTELNAUD LA CHAPELLE;24250;immobilier;378459689;;2026-02-19
Agence Immobiliere La Menandiere;Agence Immobiliere La Menandiere;;;RES LA MENANDIERE 38750 HUEZ;HUEZ;38750;immobilier;393253992;;2026-02-19
Agence Immobiliere Caron;Agence Immobiliere Caron;;;1 RUE DE DIEPPE 27140 GISORS;GISORS;27140;immobilier;803419449;;2026-02-19
Agence Immobiliere Joly;Agence Immobiliere Joly;;;PERICENTRE III 26 AVENUE DE THIES 14000 CAEN;CAEN;14000;immobilier;802542126;;2026-02-19
Agence Immobiliere J. Malleux;Agence Immobiliere J. Malleux;;;7 RUE DU 12 JUIN 14260 LES MONTS D'AUNAY;LES MONTS D'AUNAY;14260;immobilier;501957302;;2026-02-19
Legal'Immo Agence Immobiliere (Legal'Immo Agence Immobiliere);Legal'Immo Agence Immobiliere (Legal'Immo Agence Immobiliere);;;37 RUE DE DOULLENS 62270 FREVENT;FREVENT;62270;immobilier;902342435;;2026-02-19
Agence Immobiliere Evauttre;Agence Immobiliere Evauttre;;;67 RUE GRANDE 77300 FONTAINEBLEAU;FONTAINEBLEAU;77300;immobilier;906850227;;2026-02-19
Agence Immobiliere Chausson Immobolier;Agence Immobiliere Chausson Immobolier;;;5 RUE DE LA REPUBLIQUE 09100 PAMIERS;PAMIERS;09100;immobilier;353047517;;2026-02-19
Agence Immobiliere De Pont L'Abbe;Agence Immobiliere De Pont L'Abbe;;;6 QUAI SAINT-LAURENT 29120 PONT-L'ABBE;PONT-L'ABBE;29120;immobilier;818849051;;2026-02-19
Agence Immobiliere Benoit Druot;Agence Immobiliere Benoit Druot;;;12 AVENUE VICTOR HUGO 12000 RODEZ;RODEZ;12000;immobilier;523795854;;2026-02-19
Soliha Agence Immobiliere Sociale Bretagne (Soliha Ais Bretagne);Soliha Agence Immobiliere Sociale Bretagne (Soliha Ais Bretagne);;;4 AVENUE DU CHALUTIER SANS PITIE 22190 PLERIN;PLERIN;22190;immobilier;451219638;;2026-02-19
Transaction Immobiliere (Transaction Immobiliere);Transaction Immobiliere (Transaction Immobiliere);;;RES. LES JARDINS DES ALYSCAMPS BAT D 9 AVENUE VICTOR HUGO 13200 ARLES;ARLES;13200;immobilier;851798629;;2026-02-19
Carmen Transactions Immobilieres (C.T.I.);Carmen Transactions Immobilieres (C.T.I.);;;ZA DE POUTILLENEA 6 RUE POUTILLENEA 64122 URRUGNE;URRUGNE;64122;immobilier;912695111;;2026-02-19
Societe De Transactions Immobilieres (Sti);Societe De Transactions Immobilieres (Sti);;;102 RUE RAYMOND LOSSERAND 75014 PARIS;PARIS;75014;immobilier;377532346;;2026-02-19
Immobiliere Et Transactions (Imt Sarl);Immobiliere Et Transactions (Imt Sarl);;;111 AVENUE VICTOR HUGO 75016 PARIS;PARIS;75016;immobilier;393951413;;2026-02-19
Immobiliere Castella Transaction;Immobiliere Castella Transaction;;;L'ETOILE MERMOZ 111 RUE JEAN MERMOZ 13008 MARSEILLE;MARSEILLE;13008;immobilier;321006157;;2026-02-19
Regionale De Transactions Immobilieres (Citya Eurosyndic) (Srti);Regionale De Transactions Immobilieres (Citya Eurosyndic) (Srti);;;RES LE MEDITERRANEE BOULEVARD DU PORT 66420 LE BARCARES;LE BARCARES;66420;immobilier;328947429;;2026-02-19
Immobiliere Des Yvelines Transactions;Immobiliere Des Yvelines Transactions;;;3 PL ANDRE MALRAUX 78100 SAINT-GERMAIN-EN-LAYE;SAINT-GERMAIN-EN-LAYE;78100;immobilier;792164147;;2026-02-19
Immobiliere Boyer Transaction (Les Agences Boyer);Immobiliere Boyer Transaction (Les Agences Boyer);;;50 AVENUE DU 11 NOVEMBRE 1918 83150 BANDOL;BANDOL;83150;immobilier;994239317;;2026-02-19
Eric Mey Transaction Immobiliere (E.M.T.I.);Eric Mey Transaction Immobiliere (E.M.T.I.);;;4 RUE DE TOURRE 84100 ORANGE;ORANGE;84100;immobilier;315817965;;2026-02-19
Bureau De Gestion Et De Transactions Immobilieres Bgti (Bgti);Bureau De Gestion Et De Transactions Immobilieres Bgti (Bgti);;;IMMEUBLE LE JEAN LEBLANC 10 RUE JEAN-PHILIPPE RAMEAU 83000 TOULON;TOULON;83000;immobilier;317783561;;2026-02-19
Apollo Transactions Immobilieres;Apollo Transactions Immobilieres;;;9 ALLEE AUGUSTE RENOIR 92300 LEVALLOIS-PERRET;LEVALLOIS-PERRET;92300;immobilier;539475681;;2026-02-19
Antilles Transactions Immobilieres (Atout Immobilier) (A T I);Antilles Transactions Immobilieres (Atout Immobilier) (A T I);;;IMM LES PALETUVIERS VOIE N 1 ZI LA LEZARDE 97232 LE LAMENTIN;LE LAMENTIN;97232;immobilier;531301059;;2026-02-19
Fonciere Immobiliere Transaction (F I T  Gestion);Fonciere Immobiliere Transaction (F I T  Gestion);;;1ER ETAGE 9 BOULEVARD LAZARE CARNOT 31000 TOULOUSE;TOULOUSE;31000;immobilier;384327268;;2026-02-19
Conseils Transactions Immobilieres;Conseils Transactions Immobilieres;;;96 AVENUE PHILIPPE-AUGUSTE 75011 PARIS;PARIS;75011;immobilier;395139934;;2026-02-19
Alpina Transaction Immobiliere;Alpina Transaction Immobiliere;;;ANNECY LE VIEUX 5 B AV DU PRE CLOSET 74000 ANNECY;ANNECY;74000;immobilier;515227999;;2026-02-19
Gestion Et Transactions Immobilieres (Getim);Gestion Et Transactions Immobilieres (Getim);;;4 AVENUE DE LA VICTOIRE 97400 SAINT-DENIS;SAINT-DENIS;97400;immobilier;310849385;;2026-02-19
Immobiliere Transaction Cevenole (Itc);Immobiliere Transaction Cevenole (Itc);;;15 BOULEVARD DU PORTALET 30500 SAINT-AMBROIX;SAINT-AMBROIX;30500;immobilier;342394277;;2026-02-19
Contact Transactions Immobilieres;Contact Transactions Immobilieres;;;7 COURS TAULIGNAN 84110 VAISON-LA-ROMAINE;VAISON-LA-ROMAINE;84110;immobilier;351204359;;2026-02-19
Gestion Transactions Immobilieres;Gestion Transactions Immobilieres;;;48 BOULEVARD PASTEUR 75015 PARIS;PARIS;75015;immobilier;340370774;;2026-02-19
Normandie Transactions Immobilieres (Normandie Transactions Immobilieres);Normandie Transactions Immobilieres (Normandie Transactions Immobilieres);;;5 RTE DES RENARDIERES 14190 VALAMBRAY;VALAMBRAY;14190;immobilier;532238540;;2026-02-19
Immobiliere Transactions Services (Imts);Immobiliere Transactions Services (Imts);;;7 RUE DE CHARTRES 92200 NEUILLY-SUR-SEINE;NEUILLY-SUR-SEINE;92200;immobilier;839361433;;2026-02-19
C Transactions Immobilieres;C Transactions Immobilieres;;;LOTISSEMENT LE SAINT LOUIS 56 TRAVERSE DU PLAN DU PONT 83400 HYERES;HYERES;83400;immobilier;538532995;;2026-02-19
L.A Transactions Immobilieres (Cote Particuliers Bordeaux Rive Droite);L.A Transactions Immobilieres (Cote Particuliers Bordeaux Rive Droite);;;359 AVENUE THIERS 33100 BORDEAUX;BORDEAUX;33100;immobilier;415147156;;2026-02-19
Immobiliere De Transactions (Idt);Immobiliere De Transactions (Idt);;;136 RESIDENCE DU MOULIN BAS DU FORT 97110 POINTE-A-PITRE;POINTE-A-PITRE;97110;immobilier;949604698;;2026-02-19
Societe De Transaction Immobiliere Et Commerciale (Stic);Societe De Transaction Immobiliere Et Commerciale (Stic);;;119 BD DE CASTELNAU 85100 LES SABLES D'OLONNE;LES SABLES D'OLONNE;85100;immobilier;419705140;;2026-02-19
Institut De Beaute;Institut De Beaute;;;66 BOULEVARD PIERRE MENDES FRANCE 81100 CASTRES;CASTRES;81100;beaute;903166619;;2026-02-19
Institut De Beaute;Institut De Beaute;;;12 PL DE LA LIBERTE 33600 PESSAC;PESSAC;33600;beaute;794260703;;2026-02-19
Institut De Beaute;Institut De Beaute;;;17 B PL DUPONT PERROT 77370 NANGIS;NANGIS;77370;beaute;379636731;;2026-02-19
Institut De Beaute;Institut De Beaute;;;19 RUE ROMAINE 25400 AUDINCOURT;AUDINCOURT;25400;beaute;301860649;;2026-02-19
Choco Vanille - Institut De Beaute (Choco Vanille - Institut De Beaute);Choco Vanille - Institut De Beaute (Choco Vanille - Institut De Beaute);;;DUPARC 52 RUE LOUIS LAGOURGUE 97438 SAINTE-MARIE;SAINTE-MARIE;97438;beaute;829691419;;2026-02-19
France Beaute Institut;France Beaute Institut;;;47 RUE CHAUSSADE 43260 SAINT-JULIEN-CHAPTEUIL;SAINT-JULIEN-CHAPTEUIL;43260;beaute;798015608;;2026-02-19
Institut Aubry Beaute;Institut Aubry Beaute;;;14 RUE LUC BRETON 25000 BESANCON;BESANCON;25000;beaute;514950641;;2026-02-19
L'Institut De Beaute (L'Institut De Beaute);L'Institut De Beaute (L'Institut De Beaute);;;99 RUE DE NANTES 44860 PONT-SAINT-MARTIN;PONT-SAINT-MARTIN;44860;beaute;513670687;;2026-02-19
Bella Beaute Institut;Bella Beaute Institut;;;5 SQ MICHELET 13009 MARSEILLE 9EME;MARSEILLE 9EME;13009;beaute;521348284;;2026-02-19
Institut Soins Et Beaute;Institut Soins Et Beaute;;;20 RUE ANDRE DESSAUX 45400 FLEURY-LES-AUBRAIS;FLEURY-LES-AUBRAIS;45400;beaute;532530169;;2026-02-19
Institut De Beaute De La Terrasse;Institut De Beaute De La Terrasse;;;17 RUE DE LA TERRASSE 75017 PARIS;PARIS;75017;beaute;501644272;;2026-02-19
Carmen Institut De Beaute;Carmen Institut De Beaute;;;PORTE N95 6 CITE CHAMPAGNE 95100 ARGENTEUIL;ARGENTEUIL;95100;beaute;904035656;;2026-02-19
Bollywood Institut De Beaute;Bollywood Institut De Beaute;;;42 RUE DE LA LIBERTE 77550 MOISSY-CRAMAYEL;MOISSY-CRAMAYEL;77550;beaute;833743495;;2026-02-19
Unona Institut De Beaute;Unona Institut De Beaute;;;38 RUE DE WATTWILLER 67100 STRASBOURG;STRASBOURG;67100;beaute;919973743;;2026-02-19
Institut Beaute Antzer;Institut Beaute Antzer;;;3 RUE DES TAULES 26200 MONTELIMAR;MONTELIMAR;26200;beaute;910072040;;2026-02-19
Institut De Beaute La Canopee;Institut De Beaute La Canopee;;;AVENUE DE TOULOUSE 31820 PIBRAC;PIBRAC;31820;beaute;934524521;;2026-02-19
Institut De Beaute Des Lilas;Institut De Beaute Des Lilas;;;124 RUE DE PARIS 93260 LES LILAS;LES LILAS;93260;beaute;528662489;;2026-02-19
Abricotine - Institut De Beaute;Abricotine - Institut De Beaute;;;112 RUE DE PATAY 75013 PARIS;PARIS;75013;beaute;504807223;;2026-02-19
Institut De Beaute Lena;Institut De Beaute Lena;;;25 AVENUE DIDEROT 93420 VILLEPINTE;VILLEPINTE;93420;beaute;508052040;;2026-02-19
Institut 100 % Beaute;Institut 100 % Beaute;;;577 CHEMIN DE PRIOLAZ 38480 ROMAGNIEU;ROMAGNIEU;38480;beaute;502969843;;2026-02-19
Institut Tamtam Beaute;Institut Tamtam Beaute;;;35 CHEMIN DU ROZAT 38330 SAINT-ISMIER;SAINT-ISMIER;38330;beaute;919730184;;2026-02-19
Am Institut De Beaute;Am Institut De Beaute;;;2 B RUE DES ECOLES 26600 CHANOS-CURSON;CHANOS-CURSON;26600;beaute;953919008;;2026-02-19
Secrets Beaute Institut;Secrets Beaute Institut;;;12 RESIDENCE LE CHATEAU 2 11250 POMAS;POMAS;11250;beaute;994327484;;2026-02-19
En Beaute Institut De Beaute;En Beaute Institut De Beaute;;;6 RUE DU PARCHEMIN 67000 STRASBOURG;STRASBOURG;67000;beaute;648502821;;2026-02-19
